instance_id_1;instance_id_2;distance;time
Mallows_md_0.8(00, 25)_1;Norm_mallows_0.6_2;535.0;0.0067861080169677734
Mallows_md_0.8(00, 25)_1;Norm_mallows_0.6_3;559.0;0.02248215675354004
Mallows_md_0.8(00, 25)_1;Norm_mallows_0.6_4;575.0;0.0059435367584228516
Mallows_md_0.8(00, 25)_1;Norm_mallows_0.8_0;537.0;0.02730870246887207
Mallows_md_0.8(00, 25)_1;Norm_mallows_0.8_1;577.0;0.011939048767089844
Mallows_md_0.8(00, 25)_1;Norm_mallows_0.8_2;593.0;0.008524894714355469
Mallows_md_0.8(00, 25)_1;Norm_mallows_0.8_3;607.0;0.03496599197387695
Mallows_md_0.8(00, 25)_1;Norm_mallows_0.8_4;543.0;0.02132892608642578
Mallows_md_0.8(00, 25)_1;Mallows_md_0.2_0;573.0;0.012509822845458984
Mallows_md_0.8(00, 25)_1;Mallows_md_0.2_1;569.0;0.003939151763916016
Mallows_md_0.8(00, 25)_1;Mallows_md_0.2_2;591.0;0.031087160110473633
Mallows_md_0.8(00, 25)_1;Mallows_md_0.2_3;553.0;0.028766632080078125
Mallows_md_0.8(00, 25)_1;Mallows_md_0.2_4;573.0;0.010985136032104492
Mallows_md_0.8(00, 25)_1;Mallows_md_0.4_0;557.0;0.01758432388305664
Mallows_md_0.8(00, 25)_1;Mallows_md_0.4_1;593.0;0.03669595718383789
Mallows_md_0.8(00, 25)_1;Mallows_md_0.4_2;563.0;0.011623859405517578
Mallows_md_0.8(00, 25)_1;Mallows_md_0.4_3;565.0;0.015085458755493164
Mallows_md_0.8(00, 25)_1;Mallows_md_0.4_4;573.0;0.027056217193603516
Mallows_md_0.8(00, 25)_1;Mallows_md_0.6_0;591.0;0.027628660202026367
Mallows_md_0.8(00, 25)_1;Mallows_md_0.6_1;571.0;0.012656450271606445
Mallows_md_0.8(00, 25)_1;Mallows_md_0.6_2;579.0;0.008161067962646484
Mallows_md_0.8(00, 25)_1;Mallows_md_0.6_3;547.0;0.019028902053833008
Mallows_md_0.8(00, 25)_1;Mallows_md_0.6_4;537.0;0.02707672119140625
Mallows_md_0.8(00, 25)_2;Mallows_md_0.8(00, 25)_3;435.0;0.029709339141845703
Mallows_md_0.8(00, 25)_2;Mallows_md_0.8(00, 25)_4;451.0;0.009933710098266602
Mallows_md_0.8(00, 25)_2;Mallows_md_0.8(00, 50)_0;415.0;0.00904989242553711
Mallows_md_0.8(00, 25)_2;Mallows_md_0.8(00, 50)_1;436.0;0.0202791690826416
Mallows_md_0.8(00, 25)_2;Mallows_md_0.8(00, 50)_2;415.0;0.03381752967834473
Mallows_md_0.8(00, 25)_2;Mallows_md_0.8(00, 50)_3;438.0;0.014303922653198242
Mallows_md_0.8(00, 25)_2;Mallows_md_0.8(00, 50)_4;439.0;0.0238802433013916
Mallows_md_0.8(00, 25)_2;Mallows_md_0.8(25, 00)_0;833.0;0.003813505172729492
